2750,1020.301459
2800,1037.590395
2850,1054.573316
2900,1071.260867
2950,1087.663147
3000,1103.789745
3050,1119.649775
3100,1135.251908
3150,1150.604395
3200,1165.715101
3250,1180.591523
3300,1195.240815
3350,1209.669809
3400,1223.885032
3450,1237.892726
3500,1251.698864
3550,1265.309163
3600,1278.729102
3650,1291.963932
3700,1305.018692
3750,1317.898214
3800,1330.607141
3850,1343.149934
3900,1355.53088
3950,1367.754103
4000,1379.82357
4050,1391.743102
4100,1403.516379
4150,1415.146946
4200,1426.638221
4250,1437.993501
4300,1449.215968
4350,1460.308693
4400,1471.274641
4450,1482.116677
4500,1492.837571
4550,1503.439999
4600,1513.926552
4650,1524.299734
4700,1534.56197
4750,1544.71561
