2750,1250.542552
2800,1265.203669
2850,1279.605284
2900,1293.756423
2950,1307.665651
3000,1321.341099
3050,1334.790496
3100,1348.021194
3150,1361.040192
3200,1373.854157
3250,1386.469449
3300,1398.892133
3350,1411.128002
3400,1423.182593
3450,1435.061198
3500,1446.768882
3550,1458.310494
3600,1469.69068
3650,1480.913892
3700,1491.984403
3750,1502.906312
3800,1513.683556
3850,1524.319916
3900,1534.81903
3950,1545.184393
4000,1555.419371
4050,1565.527203
4100,1575.511009
4150,1585.373796
4200,1595.118464
4250,1604.747807
4300,1614.264523
4350,1623.671218
4400,1632.970405
4450,1642.164514
4500,1651.255893
4550,1660.246813
4600,1669.13947
4650,1677.935988
4700,1686.638424
4750,1695.248769
